Summary,Sentiment,Summary_len
"[silent, cool, air, thank, flipkart, seller]",positive,10
"[nice, cooler, cool, quick, did, nt, get, manual, book, packag, littl, damag, seller, dhamakad]",negative,19
"[cool, ok, smell, bad]",negative,8
"[nice, product, crompton, nice, cool, air, deliveri]",positive,9
"[good, product]",positive,2
"[best, price, rangei, use, first, day, nighti, cold]",positive,12
"[nice, product]",positive,2
"[good, product]",positive,2
"[product, good]",positive,3
"[five, day, use, product, far, excel, use, insid, also]",positive,17
"[cooler, wonder, would, say, best, desert, cooler, buy, flipkart, pack, worst, way, possibl, deliveri, guy, keep, tampo, lot, load, iti, receiv, broken, productand, know, difficult, get, replac, time, custom, care, repres, get, pay, apolog, supervisormanag, even, case, escal, manag, sorri, share, youbuy, cooler, flipkart]",negative,86
"[buy, product, fiftyf, dessert, total, sent, anoth, product, still, ca, nt, returned5, time, technician, visit, postpon, time, automat, return, reject, flipkart, call, flipkart, custom, care, agre, problem, still, product, ca, nt, retu]",negative,46
"[item, good, deliveri, servic, flipkart, delhiveri, courier, servic, worst]",negative,13
"[good, cooleron, thing, cross, ventil, like, one, ton, ac]",positive,17
"[valu, money]",positive,3
"[excel, product, excel, deliveri, special, excel, behavior, deliveri, agent, nois, low, fulli, satisfi, ten, five, west, bengal, singl, scratch, product, due, deliveri, reason, excel, leakag, issu, honeycomb, pad, everyth, fine, bohot, dino, ke, bad, chain, se, sone, ko, mila, yaar, fill, seventyf, liter, tank, four, five, larg, bucket, water, enjoy, special, warn, do, nt, switch, pump, regul, wit]",positive,84
"[like, product, fan, does, nt, work, properli, engin, come, give, fals, hope, parent, return, back, anf, guy, cancel, refund, ridicul, wast, productjeev, flipkart, dupe, us, big, time]",negative,46
"[excel, meet, requir, heavi, duti, less, nois, work, like, acgood, light, design, bodi]",positive,14
"[speed, cool, awesom, noisi, give, ac, feel, wish, could, get, low, nois, huge, one]",positive,23
"[good, swing, cool, happi]",positive,7
"[nice, cool, wonder, product]",positive,4
"[nice, product, give, five, star]",positive,7
"[nice, cooler, cool, fast, plastic, bodi, durabl]",positive,12
"[lot, research, bought, cooler, last, week, air, flow, good, cool, room, easili, water, last, nearli, one, day, smell, earli, bearabl, last, two, day, want, cooler, indoor, perfect, bulki, like, cooler, move, easili, even, tank, full, buy, without, hesit]",positive,73
"[cool, good, low, nois, fan, speed, goodpackag, properli, donestil, scratch, top, cooler, noth, majorlookwis, niceful, water, tank, goe, twentythre, night, refil, frequenc, manageablevalu, money, product]",positive,43
"[receiv, product, damag, servic, realli, fast, cooler, awesom, work, like, ac, do, nt, feel, summer, nowstasifi, product, go]",positive,30
"[best, cooler, air, deliveri, high, cooler, air, deliveri, v, bad, cooler, best]",positive,16
"[good, four, month, use, hing, direct, air, fall, downand, good, air, throwmor, sound]",positive,19
"[prosbuild, qualiti, look, excellentfan, speed, cool, phenomenalwat, last, entir, day, full, tanknois, acceptableair, throw, wide, sharpwheel, tough, enoughvalu, money, undoubtedli, extrem, recommendedconspackag, could, betterdeliveri, period, longmor, five, daysbehavior, deliveri, boy, rude, illiteraterobberwa, demand, extra, money, deliv, time]",negative,48
"[water, pump, work]",negative,5
"[receiv, defect, product, auto, swing, work, properli, better, purchas, product, shopmarket, u, replac, product, within, singl, day, case, gave, given, 12day, pickup, time]",negative,38
[good],positive,1
"[best, product, best, price, rang]",positive,6
"[product, wise, finebut, time, deliveri, servic, pathet]",negative,10
"[product, receiv, good, air, flow, confus, less, coll, eight, hundr, ten, room, feel, cool]",negative,25
[good],positive,1
"[product, got, open, deliveri, servic, goodwant, return, product]",neutral,15
"[small, powwr, cooler, perfect, mid, size, room, found, better, mani, exist, brand]",positive,20
"[good, product]",positive,3
"[deliv, promis, deliveri, person, ask, us, pick, expens, around, twenti, km]",negative,20
"[happi, productthank, flipkarteveryon, buy, cooler, highli, recommendedcool, faster, cooleron, best, cooler, marketthank, flipkart]",positive,28
"[do, nt, buyth, smell, come, cooler, unbear, sensit, person, might, get, breath, issu, come, perform, tabl, fan, sound, like, gener, regret, buy, bought, ca, nt, return]",positive,38
"[bad, qualiti, poor, plastic, materi, cheap, product, show, fr, 17k, discount, sell, fr, 10k, still, costli, per, product, receiv, fool, peopl, name, brand, third, class, product, much, disappoint, flipkart, request, return, refund, day, refund, request, reject, forc, replac, product, never, buy, crompton, use, flipkart, buy]",negative,70
"[cool, wise, good, take, nois, noisi, water, drop, nois, irrit, youalso, come, honey, comb, pad, big, disadvantag, insect, easili, inter, holein, price, rang, go, bluestar, windu, cooler, come, hybrid, pad]",negative,52
"[good, product, good, price, good, performancei, love, flipkartthank]",positive,9
"[deliveri, product, nice, short, time, deliv, product, good, write, seven, hour, use, fiftyf, ltr, water, finish, seven, hour, give, natur, chill, air, run, minimum, speed, heavi, summer, season, sure, give, comfort, fulli, satisfi, product]",positive,64
"[pleas, mention, cool, area, sqft, cool, capac, capabl, area]",positive,14
"[realli, bad, experi, flipkart, time, deliveri, person, want, deliv, item, road, rather, mention, address]",negative,23
[good],positive,2
"[new, product, good, cooler]",positive,5
"[big, boss, noth, say, word, describ, best]",positive,16
"[worst, produc, air, flow, speed, slow, cooler, outer, bodi, like, alreadi, usedit, expect, flipkart]",negative,23
"[realli, good, productcov, entir, roomguy, take, product, without, confusionthank, flipkart, best, bank, instant, discount, offer]",positive,22
"[good, product, recommend, usag]",positive,5
"[got, damag, one]",negative,4
"[air, cooler, proper, cool, metal, bodi, cooler]",neutral,12
"[bad, machin, pleas, do, nt, buy, take, leav, offic, get, repair, within, five, month, suffer, pleas, ignor, cooler]",negative,29
"[awesom, product, superb, cool]",positive,4
"[awesom, air, speed, goodi, stop, use, ac, use, cooleroveral, satisfi]",positive,22
"[cooler, beauti, good, air, come, cooler, compar, mani, good, cooler, like, cooler, much, guy, also, think, get, new, cooler, would, advis, buy, cooler, friend, buy, cooler, need, pay, instal, charg, friend, instal, charg, mean, take, cooler, box, compani, everyth, side, would, request, friend, tell, p]",positive,94
"[great, product, definit, worth, buy]",positive,6
"[nice, product, give, proper, ventil, throw, cool, air]",positive,11
"[fantast, product]",positive,2
[good],positive,2
"[pleas, review, click, purchas, one, coll, good, temp, 35c, reduc, 28c2, bodi, materi, good3, water, tank, good, design, good4, cabl, length, enough5, air, high, speed, twelv, ft6, coll, room, capac, one, hundr, fifti, sqr7, nois, level, adjust, high44db, watch, tv, call, phone, possible9, ice, chamber, much, small10, knob, good, working11, arrow, fan, small, four, thousand, sixtyfour, cm, work, good12, frontend, occas, swing]",positive,91
"[nice, wheel, qualiti, low]",negative,5
[good],positive,1
[excel],positive,1
"[cooler, shown, pictur, good, cool, purpos]",positive,13
"[realli, good, product, worthi, one, hundr, fifti, sqft, room]",positive,14
"[qualiti, product]",positive,2
"[best, cooler, use, fifteen, day]",positive,5
"[useless, ice, tray, ice, tray, water, goe, water, fill, contain, obvious, one, hundr, ml, cold, would, nt, gon, na, cool, seventyf, liter, water]",negative,30
"[good, coolingconssound, loud, make, u, wake, middl, night, make, u, turn]",positive,23
"[cooler, cool, good, littl, noisi, honey, comb, pad, get, dirti, almost, imposs, clean]",negative,18
[good],positive,2
"[normal, fin, cooler]",neutral,3
"[cool, level, highno, need, ac, cooler]",positive,13
[good],negative,2
"[work, after3, month]",negative,4
"[best, exper]",positive,3
"[qualiti, good]",negative,4
"[vari, nice, product, happi, thank, flipkart, 3day, delybari, product]",positive,15
"[nice, produ]",positive,2
[good],negative,2
[excel],positive,1
"[good, product, good, qualiti, also]",positive,6
[good],positive,4
"[grill, good]",negative,4
[good],positive,1
"[good, cooler]",positive,3
"[good, product]",positive,2
"[use, one, week, havay, moter, nice, cool, nice, product, thank, flipkart]",positive,12
"[good, product]",positive,2
[good],positive,1
"[great, product, cromptonand, well, deliv, flipkart, recommend, allno, noic, cool, air]",positive,14
[awesom],positive,1
[good],positive,1
"[good, job, well]",positive,6
"[excel, product]",positive,2
"[good, prodact]",positive,3
[good],positive,1
[good],positive,1
[good],positive,1
"[good, product]",positive,2
"[good, product]",positive,5
"[nice, product]",positive,2
[good],positive,1
"[realli, awesom, nice, product, crompton]",positive,7
[good],positive,1
"[best, air, cooler, india]",positive,4
"[good, product, fan, speed, mindblow, good, dri, weather, humid, condit, desert, cooler, good, make, feel, sticki]",positive,25
"[good, product]",positive,2
"[good, quiliti, product, full, air, flow]",positive,6
"[super, normal, cool, bad, does, nt, matter, buy]",positive,12
"[nice, product]",positive,2
[super],positive,1
[good],positive,1
"[good, product, valu, money]",positive,5
"[nice, high, speed, air, flow]",positive,6
"[good, air, flow, less]",positive,7
"[use, one, month, product, love, mini, ac]",positive,10
"[review, two, contion, must, read, buy, electron, product, humbl, request, purchas, two, crompton, cooler, flipkart, one, seventyf, litr, date, ten, april, two, thousand, twentytwo, work, properli, nd, happi, cooler, purchas, cooler, crompton, eightyeight, ltr, order, date, 18juli, two, thousand, twentytwo, deliveri, date, twentyeight, juli, deliv, thirti, juli, two, thousand, twentytwo, instal, one, aug, two, thousand, twentytwo, day, found, leakag, problem, regist, complain, replac, one, aug, two, thousand, twentytwo, compani, say, technic]",negative,106
"[valu, money]",positive,3
"[nice, product]",positive,2
"[sound, nois, much]",neutral,5
"[fair, option, valu, money]",positive,5
"[good, product]",positive,2
"[littl, noisi, moist, desert, coolerrest, best]",neutral,11
"[superb, cool]",positive,2
"[valu, money, good, product, realli, like, thank, flipkart]",positive,14
"[look, nice, good, air, throw, qualiti, good]",positive,10
"[happi, buy, product]",positive,8
[satisfi],positive,1
"[valu, money]",positive,3
[good],positive,1
"[ten, day, gone, still, cooler, give, stink, air]",negative,13
"[nice, product]",positive,2
"[cooler, work, well, good, water, storag, capac, work, whole, night, fill, two, wheel, depress, littl, notic, day, instal, find, realli, difficult, move, cooler, one, place]",negative,53
[good],positive,1
"[good, product, cromptoni, like, qualiti, product, robust, look, cooler]",positive,21
"[valu, money]",positive,3
[good],positive,1
"[good, air, throw]",positive,3
"[must, buy]",positive,2
"[amaz, product, love, thank, crompton, love, product, summer]",positive,15
[outstand],positive,1
"[excess, sound]",positive,2
[great],positive,1
[nice],positive,2
"[one, month, usag, pump, stop, work]",negative,8
[ok],neutral,1
"[good, qualiti]",positive,2
[excel],positive,1
[good],positive,1
"[good, productthank, flipkart]",positive,4
[expect],negative,3
[averag],neutral,1
"[write, two, month, usag, typic, four, thousand, fortyf, c, semidri, weather, summer, cooler, tri, best, keep, temperatur, around, thirti, c, night, reach, till, 24c, work, well, airi, crossventil, roomhealth, warn, get, minor, lungsbreath, relat, issu, rare]",positive,57
"[good, small, room]",positive,4
"[good, air, throw, smooth, wheel]",positive,5
"[room, heat, even, use, cooler]",neutral,9
"[must, buy]",positive,2
"[good, product]",negative,4
"[best, deal, flipkart, product, awesom]",positive,8
"[bad, productno, cool, poor, bad, product]",negative,15
"[nice, cooler]",positive,2
[good],positive,1
"[fantast, experi]",positive,2
"[awesom, product]",positive,2
"[fan, motor, stop, function, within, week]",negative,7
"[light, move, easili, speed, good]",positive,11
[superb],positive,1
"[nice, coolerair, circul, realli, good, give, cool, air, go]",positive,14
"[honey, comb, bad, qualityit, smell, bad]",negative,9
"[reach, expect, one, thing, improv, auto, drain, adjust, air, blendsnot, feel, like, brand, one]",positive,20
